CODIGO_VENDA;CODIGO_PRODUTO;VALOR_UNITARIO;QUANTIDADE;VALOR_FINAL
29;64;4.15;9;37.35
29;68;3.88;4;15.52
29;88;1.17;9;10.53
30;6;6.28;9;56.52
30;20;6.12;6;36.72
30;29;40.1;7;280.7
30;42;47.86;9;430.74
30;48;45.89;1;45.89
30;70;3.45;7;24.15
30;72;3.85;5;19.25
30;80;4.67;1;4.67
30;84;2.14;4;8.56
30;88;5.7;3;17.1
31;16;92.03;2;184.06
31;32;68.44;4;273.76
31;38;27.2;6;163.2
31;44;28.72;7;201.04
31;51;65.04;8;520.32
31;55;36.84;2;73.68
31;62;2.67;5;13.35
31;68;4.0;1;4.0
32;78;1.78;2;3.56
33;28;58.12;2;116.24
33;30;54.76;7;383.32
33;44;17.06;9;153.54
33;64;3.73;9;33.57
33;78;2.82;4;11.28
34;14;92.21;3;276.63
34;23;72.16;7;505.12
34;28;32.23;2;64.46
34;30;81.81;3;245.43
34;34;37.36;9;336.24
34;41;46.9;7;328.3
34;48;39.58;9;356.22
34;50;50.13;4;200.52
34;53;45.92;1;45.92
34;72;3.93;9;35.37
35;14;173.89;4;695.56
35;16;96.92;5;484.6
35;35;29.25;7;204.75
35;41;68.39;3;205.17
35;46;64.7;2;129.4
35;49;67.43;5;337.15
35;79;4.12;4;16.48
35;82;2.07;8;16.56
35;84;5.7;4;22.8
35;87;1.67;4;6.68
36;1;60.17;3;180.51
36;8;7.35;1;7.35
36;16;83.04;5;415.2
36;43;74.2;5;371.0
36;48;30.48;1;30.48
36;64;5.87;9;52.83
36;72;4.95;6;29.7
36;82;4.46;3;13.38
36;83;5.95;8;47.6
37;13;90.87;8;726.96
37;28;54.87;7;384.09
37;43;59.68;5;298.4
37;46;57.92;3;173.76
37;47;45.3;9;407.7
37;53;80.35;6;482.1
37;61;3.94;3;11.82
37;62;5.2;6;31.2
37;64;1.36;6;8.16
37;90;1.99;5;9.95
38;16;79.83;9;718.47
38;27;102.8;7;719.6
38;53;46.18;9;415.62
39;3;112.39;2;224.78
39;30;45.23;9;407.07
39;33;55.28;5;276.4
39;45;29.35;7;205.45
39;56;82.25;1;82.25
39;83;2.7;3;8.1
40;12;7.67;1;7.67
40;17;77.03;1;77.03
40;28;72.55;2;145.1
41;6;8.07;1;8.07
41;12;7.07;1;7.07
41;25;8.56;2;17.12
41;59;5.19;1;5.19
41;69;3.22;9;28.98
41;73;3.07;6;18.42
41;81;3.13;8;25.04
42;3;119.02;8;952.16
42;15;9.84;1;9.84
42;27;103.45;9;931.05
42;61;4.48;6;26.88
42;62;5.41;6;32.46
42;75;4.67;7;32.69
42;78;5.47;6;32.82
43;52;46.57;8;372.56
43;62;2.62;3;7.86
43;76;4.75;1;4.75
43;77;1.41;1;1.41
43;79;1.92;2;3.84
43;84;3.01;6;18.06
43;91;2.78;4;11.12
44;9;7.65;2;15.3
44;10;110.64;1;110.64
44;21;6.84;3;20.52
44;25;8.24;8;65.92
44;43;33.98;7;237.86
44;56;45.9;6;275.4
44;82;1.06;6;6.36
44;86;5.88;4;23.52
45;36;68.9;8;551.2
46;10;114.51;1;114.51
46;26;9.88;8;79.04
46;27;117.53;6;705.18
46;37;33.22;9;298.98
46;39;29.68;7;207.76
46;40;26.85;1;26.85
46;53;81.01;2;162.02
46;62;3.19;4;12.76
46;73;3.41;8;27.28
46;77;4.04;9;36.36
47;6;7.6;8;60.8
47;25;6.9;4;27.6
47;34;67.05;9;603.45
47;36;69.28;3;207.84
47;50;64.02;3;192.06
47;56;65.52;6;393.12
47;71;2.76;1;2.76
47;78;3.77;6;22.62
48;13;133.84;8;1070.72
48;22;7.02;7;49.14
48;27;115.65;4;462.6
48;51;56.76;6;340.56
48;54;41.82;2;83.64
48;57;19.31;3;57.93
48;73;1.47;2;2.94
48;76;3.03;4;12.12
48;83;2.1;6;12.6
49;3;128.12;1;128.12
49;19;132.39;4;529.56
49;29;63.49;7;444.43
49;37;48.9;8;391.2
49;55;56.62;9;509.58
49;64;1.95;1;1.95
49;81;4.47;4;17.88
49;83;2.72;4;10.88
49;85;2.93;3;8.79
49;89;3.18;1;3.18
50;30;53.04;2;106.08
50;52;45.87;9;412.83
50;65;5.2;3;15.6
51;68;4.32;5;21.6
51;71;2.83;1;2.83
52;23;57.56;3;172.68
52;83;4.63;7;32.41
53;1;95.45;7;668.15
53;3;96.52;9;868.68
53;18;8.85;9;79.65
53;20;7.65;6;45.9
53;31;83.55;8;668.4
53;36;59.35;8;474.8
53;41;62.21;8;497.68
53;46;32.99;5;164.95
53;74;4.37;2;8.74
54;8;9.88;5;49.4
54;21;9.35;4;37.4
54;60;4.77;6;28.62
54;68;3.35;8;26.8
54;75;2.89;7;20.23
55;9;6.7;5;33.5
55;20;9.48;2;18.96
55;23;82.44;6;494.64
55;45;26.29;8;210.32
55;47;52.06;5;260.3
55;52;71.95;2;143.9
55;65;1.93;9;17.37
55;67;3.48;7;24.36
56;8;7.19;4;28.76
56;12;8.95;2;17.9
56;18;6.72;3;20.16
56;38;20.89;6;125.34
56;39;24.27;6;145.62
56;42;50.62;9;455.58
56;44;17.51;7;122.57
56;83;1.4;8;11.2
57;7;66.91;2;133.82
57;11;178.96;9;1610.64
57;16;93.8;5;469.0
57;22;9.85;1;9.85
57;27;104.46;9;940.14
57;41;43.43;6;260.58
57;51;39.08;7;273.56
57;77;5.53;3;16.59
57;78;4.35;7;30.45
57;89;5.69;5;28.45
58;12;6.92;1;6.92
58;46;41.0;5;205.0
58;68;2.68;4;10.72
59;6;9.58;3;28.74
59;29;31.12;5;155.6
59;66;1.03;4;4.12
59;75;5.98;3;17.94
59;86;3.47;4;13.88
60;24;63.49;3;190.47
60;26;8.65;1;8.65
60;32;32.11;2;64.22
60;38;20.24;1;20.24
60;56;61.32;1;61.32
60;74;5.79;3;17.37
60;83;1.92;1;1.92
61;3;102.74;4;410.96
61;29;72.05;9;648.45
61;34;37.64;7;263.48
61;36;61.53;7;430.71
61;50;44.71;3;134.13
61;81;3.82;9;34.38
62;2;89.03;9;801.27
62;19;129.72;9;1167.48
62;25;9.86;9;88.74
62;29;31.62;1;31.62
62;38;23.54;3;70.62
62;67;4.69;2;9.38
62;72;4.91;7;34.37
62;75;2.9;2;5.8
62;87;3.72;8;29.76
63;11;137.79;9;1240.11
63;21;7.9;1;7.9
63;22;9.1;8;72.8
63;24;64.95;9;584.55
63;31;68.9;8;551.2
63;75;3.74;6;22.44
63;87;5.75;1;5.75
63;89;1.69;2;3.38
64;11;179.4;5;897.0
64;13;168.19;1;168.19
64;23;98.02;3;294.06
64;30;69.53;5;347.65
64;49;58.84;9;529.56
64;81;5.9;2;11.8
65;3;100.82;9;907.38
65;22;6.42;1;6.42
65;29;51.52;9;463.68
65;52;41.29;7;289.03
65;53;85.16;6;510.96
65;62;4.32;9;38.88
65;63;2.08;5;10.4
65;72;1.76;9;15.84
66;15;6.47;4;25.88
66;21;7.06;1;7.06
66;29;66.61;7;466.27
66;31;75.94;1;75.94
66;36;85.53;3;256.59
66;48;69.24;2;138.48
66;65;2.77;2;5.54
66;70;1.63;3;4.89
66;74;4.21;1;4.21
66;90;3.55;4;14.2
67;17;80.06;3;240.18
68;58;26.51;6;159.06
69;49;85.22;6;511.32
69;60;3.79;6;22.74
69;83;2.5;1;2.5
70;4;128.47;8;1027.76
70;11;166.76;7;1167.32
70;19;158.58;5;792.9
70;44;15.89;8;127.12
70;54;52.45;2;104.9
70;56;43.9;8;351.2
70;70;1.29;7;9.03
70;73;4.09;1;4.09
70;79;1.83;7;12.81
70;86;3.7;6;22.2
71;8;7.11;1;7.11
71;58;29.74;6;178.44
71;67;2.87;8;22.96
72;5;8.08;1;8.08
72;17;93.14;7;651.98
72;37;54.49;5;272.45
72;45;20.86;2;41.72
72;48;61.98;9;557.82
72;50;46.76;8;374.08
72;66;1.77;4;7.08
72;79;1.99;7;13.93
72;80;2.1;6;12.6
72;89;4.41;8;35.28
73;80;3.07;9;27.63
74;12;7.94;7;55.58
74;20;7.55;9;67.95
74;23;77.72;1;77.72
74;38;20.12;4;80.48
74;48;63.04;6;378.24
74;59;5.21;5;26.05
74;69;3.46;8;27.68
74;75;2.05;1;2.05
74;87;5.91;8;47.28
75;12;7.46;9;67.14
75;15;9.15;3;27.45
75;20;8.18;9;73.62
75;21;9.92;9;89.28
75;33;72.78;8;582.24
75;50;74.68;2;149.36
75;53;78.16;9;703.44
75;65;3.79;9;34.11
75;69;1.14;9;10.26
75;79;5.76;5;28.8
76;62;2.5;8;20.0
76;64;4.5;3;13.5
77;17;85.18;1;85.18
77;18;7.76;8;62.08
77;68;2.32;9;20.88
77;77;1.31;3;3.93
78;32;78.83;7;551.81
78;52;43.34;8;346.72
78;55;71.39;3;214.17
78;75;3.06;9;27.54
79;3;125.45;1;125.45
79;10;112.4;9;1011.6
79;12;8.71;6;52.26
79;29;53.32;1;53.32
79;37;64.63;4;258.52
79;44;24.62;2;49.24
79;83;1.72;7;12.04
79;90;3.92;1;3.92
80;4;136.89;8;1095.12
80;9;9.6;4;38.4
80;40;27.33;3;81.99
80;65;2.67;6;16.02
80;73;3.13;3;9.39
80;79;4.63;9;41.67
81;5;7.37;5;36.85
81;30;36.05;8;288.4
81;43;72.43;4;289.72
81;52;44.53;3;133.59
81;59;3.56;4;14.24
81;61;2.77;6;16.62
81;72;5.23;2;10.46
82;12;8.23;9;74.07
82;20;8.91;1;8.91
82;41;33.08;8;264.64
83;5;6.68;5;33.4
83;9;6.39;2;12.78
83;17;95.93;6;575.58
83;23;85.99;5;429.95
83;32;67.88;8;543.04
83;36;37.68;9;339.12
83;66;3.24;3;9.72
84;1;81.77;3;245.31
84;10;118.58;8;948.64
84;12;7.43;9;66.87
84;30;68.58;2;137.16
84;36;71.7;4;286.8
84;41;51.51;9;463.59
84;69;1.02;1;1.02
84;84;3.03;6;18.18
85;6;8.74;4;34.96
85;26;6.91;2;13.82
85;32;72.42;6;434.52
85;46;63.73;8;509.84
85;51;55.52;3;166.56
85;74;5.36;1;5.36
85;87;3.52;9;31.68
85;88;2.91;6;17.46
86;54;30.48;7;213.36
86;71;2.9;2;5.8
86;72;1.1;9;9.9
86;85;3.94;6;23.64
87;3;131.58;2;263.16
87;29;61.81;9;556.29
87;35;26.3;4;105.2
87;55;48.09;5;240.45
87;69;4.08;1;4.08
87;77;2.6;5;13.0
87;78;2.98;8;23.84
87;81;2.0;9;18.0
87;82;4.11;1;4.11
87;84;2.86;4;11.44
88;1;76.27;7;533.89
88;18;7.7;6;46.2
88;79;1.25;6;7.5
88;87;2.07;1;2.07
89;19;115.87;4;463.48
89;35;25.03;4;100.12
89;40;23.36;5;116.8
89;45;28.39;1;28.39
89;63;1.89;3;5.67
89;80;1.63;5;8.15
89;82;4.07;4;16.28
89;87;5.28;2;10.56
90;38;22.53;2;45.06
90;48;38.57;8;308.56
90;62;5.33;4;21.32
90;67;3.47;3;10.41
91;13;143.56;9;1292.04
91;64;1.72;8;13.76
92;7;41.82;6;250.92
92;12;7.5;3;22.5
92;17;97.65;9;878.85
92;27;114.7;5;573.5
92;41;40.17;3;120.51
92;73;5.41;5;27.05
93;7;82.49;3;247.47
93;12;7.66;1;7.66
93;32;82.33;7;576.31
93;39;22.43;9;201.87
93;63;5.72;3;17.16
93;64;1.04;4;4.16
93;80;1.11;8;8.88
94;48;62.05;2;124.1
95;14;119.86;2;239.72
95;16;79.53;1;79.53
95;29;38.78;2;77.56
95;64;1.18;4;4.72
95;76;3.63;3;10.89
95;85;5.85;5;29.25
96;46;68.03;6;408.18
96;48;30.63;9;275.67
96;68;2.53;4;10.12
96;85;5.39;1;5.39
97;5;9.67;1;9.67
97;19;132.79;5;663.95
97;35;22.4;7;156.8
97;52;32.67;9;294.03
97;76;4.23;9;38.07
97;84;5.57;8;44.56
98;53;56.91;8;455.28
98;74;4.63;4;18.52
99;5;9.38;3;28.14
99;13;108.5;2;217.0
99;17;79.47;8;635.76
99;30;51.91;6;311.46
99;31;77.96;2;155.92
99;36;45.42;8;363.36
99;49;59.33;3;177.99
99;77;3.9;2;7.8
99;78;2.85;9;25.65
99;87;5.45;6;32.7
100;13;107.05;5;535.25
100;61;2.66;1;2.66
100;62;1.35;8;10.8
100;75;4.6;5;23.0
100;90;1.8;4;7.2
100;91;2.18;8;17.44
101;1;71.23;7;498.61
101;6;9.12;7;63.84
101;13;142.83;4;571.32
101;20;7.39;3;22.17
101;24;91.84;9;826.56
101;31;83.9;3;251.7
101;40;25.92;3;77.76
101;43;41.91;7;293.37
101;45;25.35;1;25.35
101;57;21.3;7;149.1
102;78;3.84;4;15.36
103;10;102.55;2;205.1
103;12;8.35;2;16.7
103;37;42.0;7;294.0
103;56;83.68;8;669.44
103;66;4.26;1;4.26
103;73;3.85;2;7.7
103;84;2.22;7;15.54
103;88;3.89;8;31.12
104;5;6.8;8;54.4
104;17;83.95;2;167.9
104;26;8.0;6;48.0
104;33;37.02;5;185.1
104;36;53.48;4;213.92
104;45;23.56;2;47.12
104;46;58.11;4;232.44
104;60;1.03;9;9.27
104;73;2.19;3;6.57
104;86;5.12;1;5.12
105;4;137.52;7;962.64
105;16;95.71;9;861.39
105;17;96.66;5;483.3
105;57;24.32;7;170.24
105;63;2.29;7;16.03
105;82;4.59;6;27.54
106;1;91.77;8;734.16
106;3;165.84;4;663.36
106;8;7.38;9;66.42
106;9;8.0;4;32.0
106;20;9.36;2;18.72
106;40;28.61;6;171.66
106;49;67.54;2;135.08
106;52;30.22;1;30.22
106;68;4.78;9;43.02
107;5;8.12;1;8.12
107;26;7.52;2;15.04
107;43;41.33;3;123.99
107;56;78.64;3;235.92
107;74;5.11;4;20.44
107;76;2.01;3;6.03
107;87;4.96;3;14.88
108;15;8.93;8;71.44
108;23;39.63;6;237.78
108;36;39.71;8;317.68
108;39;29.17;5;145.85
108;49;68.08;9;612.72
108;58;26.34;4;105.36
108;63;3.75;3;11.25
108;90;3.86;7;27.02
109;57;20.67;1;20.67
110;13;114.27;7;799.89
110;18;8.22;7;57.54
110;83;4.04;1;4.04
110;85;4.27;6;25.62
111;19;116.2;2;232.4
111;21;8.8;1;8.8
111;32;55.15;8;441.2
111;37;59.03;8;472.24
111;73;4.63;5;23.15
111;75;2.97;9;26.73
111;79;1.29;1;1.29
111;81;4.97;4;19.88
111;84;5.12;4;20.48
112;2;92.19;7;645.33
112;3;162.81;9;1465.29
112;8;6.15;7;43.05
112;11;100.5;2;201.0
112;12;6.57;9;59.13
112;29;42.13;8;337.04
112;35;21.21;2;42.42
113;10;100.05;3;300.15
113;14;107.6;9;968.4
113;51;39.46;7;276.22
114;3;117.8;1;117.8
114;50;63.89;5;319.45
115;16;86.76;3;260.28
116;21;7.34;1;7.34
116;27;103.41;1;103.41
116;31;58.68;1;58.68
116;35;15.0;6;90.0
116;44;29.36;5;146.8
116;62;4.64;2;9.28
116;71;1.54;8;12.32
116;83;3.32;7;23.24
116;91;5.84;3;17.52
117;1;37.24;4;148.96
117;3;161.05;4;644.2
117;14;132.06;2;264.12
117;45;25.34;6;152.04
117;51;71.24;5;356.2
117;52;60.26;2;120.52
117;65;5.79;8;46.32
117;67;2.38;9;21.42
118;6;8.66;8;69.28
118;10;118.4;7;828.8
118;26;8.48;2;16.96
118;28;63.25;3;189.75
118;37;39.54;5;197.7
118;44;24.27;2;48.54
118;46;51.84;8;414.72
118;88;5.05;3;15.15
119;16;90.2;7;631.4
119;18;7.58;3;22.74
119;20;7.82;1;7.82
119;43;46.25;8;370.0
119;44;18.9;9;170.1
119;46;46.05;5;230.25
119;71;4.92;4;19.68
119;79;1.87;8;14.96
119;91;5.79;5;28.95
120;4;97.18;2;194.36
120;5;7.71;4;30.84
120;9;8.77;6;52.62
120;21;6.82;1;6.82
120;67;4.59;6;27.54
120;72;1.85;1;1.85
120;76;5.76;8;46.08
120;81;3.75;7;26.25
120;89;5.87;6;35.22
121;9;8.48;5;42.4
121;24;68.11;6;408.66
121;26;7.51;8;60.08
121;42;60.56;5;302.8
121;47;54.89;4;219.56
121;49;76.42;8;611.36
121;55;42.75;3;128.25
121;83;3.5;7;24.5
121;88;2.6;9;23.4
122;4;126.7;5;633.5
122;49;60.14;2;120.28
122;82;2.61;7;18.27
122;85;1.86;7;13.02
122;90;2.22;4;8.88
123;1;54.73;1;54.73
123;9;6.22;4;24.88
123;12;9.56;5;47.8
123;31;39.32;9;353.88
123;35;25.53;5;127.65
123;57;25.25;6;151.5
123;62;5.41;9;48.69
123;64;3.59;5;17.95
123;77;5.26;5;26.3
123;88;4.34;2;8.68
124;5;8.3;7;58.1
124;11;102.62;7;718.34
124;40;23.04;5;115.2
125;21;6.04;2;12.08
125;37;55.65;7;389.55
125;41;54.22;7;379.54
125;59;5.19;4;20.76
126;33;44.23;1;44.23
126;49;63.08;9;567.72
127;2;92.22;8;737.76
127;69;3.53;1;3.53
128;70;0.99;7;6.93
129;52;41.23;5;206.15
129;75;4.01;4;16.04
130;15;9.71;6;58.26
130;43;62.88;8;503.04
130;90;2.88;8;23.04
131;24;68.37;9;615.33
131;32;46.89;8;375.12
131;37;67.19;3;201.57
131;42;64.25;1;64.25
131;50;71.81;9;646.29
131;57;17.23;5;86.15
131;67;3.7;1;3.7
131;72;1.64;5;8.2
131;83;5.47;7;38.29
132;81;3.89;4;15.56
132;82;2.18;3;6.54
133;6;7.35;3;22.05
133;28;72.15;1;72.15
133;55;33.89;8;271.12
134;33;72.06;6;432.36
134;70;2.86;1;2.86
134;77;1.94;4;7.76
134;91;2.67;3;8.01
135;14;160.01;6;960.06
136;3;117.97;1;117.97
136;8;6.06;7;42.42
136;44;28.7;9;258.3
136;52;58.29;1;58.29
136;76;3.18;5;15.9
136;77;2.32;7;16.24
137;25;7.59;1;7.59
137;28;33.02;7;231.14
137;31;43.16;5;215.8
137;40;28.22;7;197.54
137;51;52.22;8;417.76
137;54;75.53;5;377.65
137;85;4.82;5;24.1
138;10;104.97;9;944.73
138;44;28.36;6;170.16
138;48;39.73;2;79.46
138;53;36.76;1;36.76
138;56;42.51;6;255.06
138;62;3.48;4;13.92
139;31;73.89;8;591.12
139;41;53.15;7;372.05
139;67;5.4;1;5.4
139;91;4.14;8;33.12
140;3;164.17;4;656.68
140;13;162.51;6;975.06
140;18;7.42;9;66.78
140;31;78.43;5;392.15
140;34;47.47;1;47.47
140;49;56.26;4;225.04
140;73;2.92;1;2.92
140;85;4.55;3;13.65
141;3;179.65;2;359.3
141;7;99.44;4;397.76
141;21;8.07;7;56.49
141;23;59.6;6;357.6
141;34;45.96;4;183.84
141;50;45.57;8;364.56
141;56;72.64;8;581.12
141;78;3.77;2;7.54
141;83;2.33;8;18.64
141;88;3.78;6;22.68
142;10;100.74;6;604.44
142;31;61.87;6;371.22
142;71;4.01;4;16.04
142;83;4.68;4;18.72
142;88;3.92;9;35.28
142;90;5.91;3;17.73
143;2;75.15;1;75.15
143;4;154.72;7;1083.04
143;22;8.63;8;69.04
143;25;7.46;2;14.92
143;30;69.28;6;415.68
143;46;33.79;3;101.37
143;50;44.75;3;134.25
143;75;2.48;4;9.92
143;86;4.47;5;22.35
144;22;7.5;2;15.0
144;59;3.93;7;27.51
144;80;1.55;9;13.95
145;15;8.23;6;49.38
145;49;71.86;2;143.72
145;52;37.29;6;223.74
145;60;3.26;8;26.08
145;79;5.91;8;47.28
145;88;3.66;9;32.94
146;43;50.49;7;353.43
146;70;5.66;7;39.62
146;88;5.73;4;22.92
147;4;104.58;5;522.9
147;5;6.6;5;33.0
147;26;8.19;2;16.38
147;28;70.68;3;212.04
147;39;16.73;9;150.57
147;58;16.68;7;116.76
147;62;3.4;1;3.4
147;65;5.46;5;27.3
147;87;2.41;8;19.28
147;90;3.65;6;21.9
148;6;7.36;9;66.24
148;25;6.27;9;56.43
148;56;36.57;9;329.13
148;73;4.98;2;9.96
148;81;4.35;6;26.1
149;14;158.81;7;1111.67
149;30;81.05;4;324.2
149;63;5.6;8;44.8
149;67;3.65;9;32.85
149;68;1.62;2;3.24
150;16;86.0;1;86.0
150;19;137.04;4;548.16
150;25;9.64;6;57.84
150;68;1.55;7;10.85
150;80;1.04;4;4.16
151;1;46.08;5;230.4
151;2;98.47;3;295.41
151;9;8.01;4;32.04
151;39;21.51;8;172.08
151;50;58.35;4;233.4
151;57;19.61;5;98.05
151;84;3.44;3;10.32
152;26;9.58;9;86.22
152;27;101.63;2;203.26
152;29;49.35;2;98.7
152;40;22.92;9;206.28
152;44;23.09;6;138.54
152;45;18.28;5;91.4
152;62;2.55;5;12.75
152;67;2.58;8;20.64
152;71;1.34;4;5.36
153;9;9.0;7;63.0
153;69;5.3;6;31.8
154;3;108.65;7;760.55
154;27;107.73;2;215.46
154;34;47.58;3;142.74
154;35;26.79;1;26.79
154;40;21.98;2;43.96
154;77;5.54;9;49.86
155;4;163.9;4;655.6
155;9;6.61;2;13.22
155;17;90.18;4;360.72
155;24;88.82;9;799.38
155;33;52.48;5;262.4
155;49;41.69;9;375.21
155;61;4.67;1;4.67
155;89;2.57;8;20.56
156;31;51.51;6;309.06
156;51;70.08;5;350.4
156;76;3.26;1;3.26
156;78;3.27;4;13.08
156;80;2.29;5;11.45
156;89;4.41;6;26.46
157;32;52.22;5;261.1
157;34;47.52;2;95.04
158;26;8.73;1;8.73
158;30;72.14;2;144.28
158;42;43.15;5;215.75
158;51;75.66;5;378.3
158;75;4.44;3;13.32
158;79;4.68;5;23.4
159;2;69.13;8;553.04
159;20;7.61;2;15.22
159;36;54.37;8;434.96
159;42;47.02;1;47.02
159;49;69.56;4;278.24
159;55;42.93;9;386.37
159;68;1.18;9;10.62
159;86;1.1;6;6.6
160;38;28.5;8;228.0
161;5;9.97;1;9.97
161;16;90.0;4;360.0
161;23;78.27;6;469.62
161;77;1.75;3;5.25
161;80;4.82;6;28.92
162;29;74.47;9;670.23
162;31;32.71;8;261.68
162;49;83.41;4;333.64
163;20;6.01;2;12.02
163;28;51.51;1;51.51
163;53;58.77;8;470.16
163;65;2.94;7;20.58
163;68;4.58;1;4.58
163;69;5.4;5;27.0
163;76;1.52;9;13.68
163;79;1.12;8;8.96
163;81;3.94;5;19.7
163;86;4.85;8;38.8
164;6;9.77;9;87.93
164;10;115.34;9;1038.06
164;22;9.05;6;54.3
164;27;100.98;3;302.94
164;29;57.75;2;115.5
164;34;30.56;9;275.04
164;38;26.94;7;188.58
164;49;74.86;1;74.86
164;63;2.31;2;4.62
165;1;92.38;7;646.66
165;30;66.42;8;531.36
165;42;64.03;2;128.06
165;47;38.69;6;232.14
165;64;4.36;5;21.8
165;77;5.03;2;10.06
166;1;53.69;4;214.76
166;21;8.45;2;16.9
166;54;64.86;9;583.74
167;31;41.95;4;167.8
167;38;24.69;9;222.21
167;44;17.04;8;136.32
167;51;45.1;8;360.8
167;83;1.83;5;9.15
167;84;2.34;1;2.34
168;12;6.51;6;39.06
168;50;31.5;4;126.0
168;56;42.15;2;84.3
168;60;4.79;2;9.58
168;76;3.25;7;22.75
169;28;56.04;1;56.04
169;40;17.12;7;119.84
169;53;77.03;4;308.12
169;61;2.69;6;16.14
169;62;4.63;2;9.26
169;64;4.3;9;38.7
169;71;4.95;4;19.8
169;82;2.94;5;14.7
170;10;105.88;1;105.88
170;17;89.91;9;809.19
170;42;36.7;3;110.1
170;56;77.5;9;697.5
170;66;4.03;2;8.06
170;68;1.38;2;2.76
170;70;1.82;2;3.64
170;72;3.09;6;18.54
170;86;3.41;4;13.64
